"Symbol","logFC","logCPM","F","PValue","FDR"
"CLDN4",1.2913068550905,5.29083342025296,33.7359336374262,0.000401399009033357,0.00961903277444427
"ZFP36L2",3.29422642407602,7.74428478872801,33.7163064181341,0.000402172305168614,0.00962013608095917
"RFWD3",-1.38686428066735,6.41320297369217,33.6662198253284,0.000404154138111411,0.00965009194754105
"IFIH1",-2.38232349632587,2.24411277037779,33.5910703308458,0.000407150636622925,0.00969140628038465
"DNASE1L1",1.0942698558953,4.9893126933113,33.5861024080694,0.000407349704558049,0.00969140628038465
"UVRAG",-1.02660807730959,4.02226918421094,33.5298112407193,0.000409613857304671,0.00971437954689252
"MAP3K14",-1.57939129206042,4.92648283531205,33.5138725199518,0.000410257805394216,0.00971437954689252
"AKAP10",-1.42022627658909,4.31516429272786,33.5074298482494,0.00041051845832423,0.00971437954689252
"KIAA0040",-1.65801015442751,2.89807680671029,33.3887313726743,0.000415357955570414,0.0098047245187664
"NEURL1B",-1.91411828818484,5.37294316545031,33.3770186553459,0.000415839358543262,0.0098047245187664
"TP73",-2.0627236461813,2.98937253936473,33.3595177578496,0.000416559962167124,0.0098047245187664
"SPOP",-0.869008283587301,5.60204249079887,33.232771261981,0.000421825677841583,0.00988627517604157
"MSANTD4",-1.25481208124909,4.57695084168576,33.1973453077861,0.000423312327410703,0.00988627517604157
"AP1G1",-0.856013940004102,6.7059298209186,33.1922225115088,0.000423527847569894,0.00988627517604157
"ST6GAL1",-2.33529900500033,2.33502437408427,33.1880477635275,0.000423703584096633,0.00988627517604157
"DCAF5",-0.819566607618463,6.274826362046,33.1866707833651,0.000423761568250345,0.00988627517604157
"VIPAS39",-1.01916783421688,4.09108520745187,33.1469519018091,0.000425438397682605,0.00990792099391813
"E2F7",-1.03657013336042,5.6770431751333,33.0853450247139,0.000428055738935281,0.00993643296120454
"EAF1",2.58120091949064,6.97151822202375,33.0827831970479,0.000428165012691759,0.00993643296120454
"DCAF10",-1.45830303271026,4.12107479044799,33.039315523922,0.000430024439883106,0.00996210733935855
